Agent Name,Rating,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Zepto,3.3,55,Jaipur,Essentials,Positive,Low,Yes,Out of Stock,2,Correct
JioMart,2.2,13,Chennai,Essentials,Positive,High,Yes,In Stock,5,Incorrect
Zepto,1.7,26,Kolkata,Grocery,Positive,High,Yes,Out of Stock,5,Correct
Blinkit,1.7,28,Bangalore,Electronics,Positive,Medium,Yes,In Stock,3,Correct
Blinkit,4.6,58,Hyderabad,Food,Negative,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,1.6,50,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,1,Incorrect
JioMart,2.4,42,Jaipur,Grocery,Positive,High,Yes,Out of Stock,3,Incorrect
Zepto,2.6,51,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,2,Incorrect
Swiggy Instamart,3.1,26,Hyderabad,Food,Positive,Medium,No,Out of Stock,5,Correct
Blinkit,2.4,32,Jaipur,Grocery,Neutral,High,No,Out of Stock,3,Correct
JioMart,4,55,Ahmedabad,Essentials,Negative,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,3.5,17,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,1,Correct
Zepto,1.8,49,Chennai,Grocery,Negative,Medium,No,Out of Stock,4,Correct
JioMart,4.4,28,Jaipur,Essentials,Negative,Medium,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.8,20,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.7,42,Ahmedabad,Food,Positive,Medium,Yes,In Stock,2,Correct
JioMart,4.5,58,Chennai,Pharmacy,Neutral,Medium,No,In Stock,1,Incorrect
Blinkit,1.8,36,Jaipur,Essentials,Positive,High,No,In Stock,4,Correct
JioMart,2.1,32,Delhi,Electronics,Negative,Low,Yes,In Stock,1,Incorrect
JioMart,3.4,30,Pune,Essentials,Positive,High,No,In Stock,1,Correct
Blinkit,1.8,30,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,4,Correct
Swiggy Instamart,4.1,38,Bangalore,Essentials,Positive,High,Yes,Out of Stock,5,Correct
Zepto,4.2,56,Jaipur,Grocery,Neutral,Medium,No,In Stock,3,Correct
JioMart,1,12,Bangalore,Pharmacy,Positive,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.7,19,Pune,Food,Neutral,Low,Yes,In Stock,2,Incorrect
Swiggy Instamart,2.3,47,Ahmedabad,Essentials,Positive,Low,Yes,In Stock,4,Correct
Blinkit,1,54,Bangalore,Food,Neutral,Medium,No,Out of Stock,3,Correct
Blinkit,3.2,10,Delhi,Electronics,Neutral,High,No,Out of Stock,4,Correct
Zepto,4.9,19,Hyderabad,Food,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,1.6,11,Pune,Pharmacy,Negative,Low,No,In Stock,4,Correct
JioMart,1.8,16,Chennai,Pharmacy,Positive,Low,Yes,Out of Stock,5,Correct
JioMart,4.7,39,Ahmedabad,Food,Negative,High,Yes,In Stock,5,Correct
JioMart,3.8,27,Mumbai,Pharmacy,Neutral,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.7,31,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.8,39,Jaipur,Pharmacy,Positive,High,Yes,In Stock,2,Correct
Swiggy Instamart,3.5,14,Hyderabad,Pharmacy,Negative,High,Yes,In Stock,5,Incorrect
JioMart,1.3,47,Jaipur,Pharmacy,Neutral,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.3,41,Kolkata,Food,Neutral,Low,No,Out of Stock,2,Correct
Zepto,1.3,57,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.9,44,Pune,Electronics,Negative,Low,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.8,29,Bangalore,Electronics,Positive,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,2.5,14,Chennai,Essentials,Positive,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4.4,14,Ahmedabad,Electronics,Neutral,High,No,In Stock,5,Correct
Zepto,4,11,Chennai,Food,Negative,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.4,15,Lucknow,Food,Positive,Low,No,In Stock,2,Correct
Blinkit,3.1,42,Hyderabad,Essentials,Neutral,Medium,Yes,Out of Stock,3,Correct
JioMart,3.3,60,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,4,Incorrect
Blinkit,2.1,52,Delhi,Electronics,Neutral,Low,Yes,In Stock,2,Incorrect
Blinkit,4.4,18,Chennai,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,1.5,52,Jaipur,Essentials,Neutral,Medium,Yes,In Stock,2,Incorrect
JioMart,3.4,54,Lucknow,Grocery,Neutral,High,No,In Stock,2,Incorrect
JioMart,4,32,Hyderabad,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
Zepto,2.3,54,Lucknow,Essentials,Neutral,Medium,No,In Stock,3,Incorrect
Blinkit,4.6,26,Mumbai,Food,Positive,Medium,Yes,In Stock,2,Incorrect
Zepto,2.1,42,Lucknow,Food,Neutral,Medium,No,In Stock,2,Correct
JioMart,3.4,23,Ahmedabad,Grocery,Neutral,Low,No,Out of Stock,1,Incorrect
JioMart,1.1,53,Chennai,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Blinkit,3.3,22,Bangalore,Food,Positive,High,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.9,19,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,4,Incorrect
Zepto,4.3,36,Jaipur,Essentials,Negative,Low,No,Out of Stock,5,Incorrect
Zepto,1.6,24,Jaipur,Pharmacy,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,2.9,36,Bangalore,Food,Negative,Low,No,Out of Stock,5,Correct
Zepto,3.5,46,Hyderabad,Grocery,Positive,Low,Yes,Out of Stock,5,Incorrect
Zepto,4.9,13,Pune,Grocery,Negative,High,No,Out of Stock,3,Correct
Zepto,3,55,Kolkata,Pharmacy,Negative,Low,Yes,Out of Stock,1,Correct
JioMart,3.3,26,Kolkata,Grocery,Neutral,High,Yes,Out of Stock,5,Incorrect
Blinkit,1.5,28,Lucknow,Food,Neutral,Medium,No,In Stock,3,Correct
Blinkit,1.1,50,Kolkata,Electronics,Positive,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,4.4,48,Mumbai,Essentials,Negative,High,No,In Stock,5,Incorrect
Zepto,4,25,Mumbai,Food,Negative,Medium,No,In Stock,2,Correct
Blinkit,3.5,47,Hyderabad,Pharmacy,Negative,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.1,17,Pune,Electronics,Positive,High,Yes,Out of Stock,4,Incorrect
Zepto,2.5,30,Chennai,Grocery,Neutral,Low,No,Out of Stock,5,Incorrect
JioMart,3.3,13,Delhi,Electronics,Negative,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1,20,Kolkata,Pharmacy,Positive,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.6,52,Jaipur,Essentials,Neutral,Medium,No,In Stock,2,Correct
Swiggy Instamart,1.4,32,Kolkata,Pharmacy,Negative,High,No,Out of Stock,2,Incorrect
JioMart,2.9,35,Kolkata,Grocery,Positive,High,No,Out of Stock,1,Correct
Zepto,4.2,12,Delhi,Food,Negative,Medium,No,Out of Stock,5,Correct
Zepto,2.6,51,Delhi,Pharmacy,Neutral,Low,Yes,Out of Stock,2,Correct
JioMart,2,17,Pune,Grocery,Negative,High,No,Out of Stock,3,Incorrect
Blinkit,3.5,44,Pune,Pharmacy,Neutral,High,Yes,Out of Stock,5,Incorrect
Blinkit,2.9,32,Lucknow,Grocery,Positive,High,Yes,In Stock,2,Correct
JioMart,2.4,50,Hyderabad,Pharmacy,Neutral,High,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.4,44,Jaipur,Pharmacy,Neutral,High,No,In Stock,3,Incorrect
Blinkit,2.1,33,Hyderabad,Food,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,1.3,16,Hyderabad,Electronics,Neutral,High,No,Out of Stock,1,Correct
Zepto,4.1,59,Jaipur,Grocery,Negative,Medium,No,Out of Stock,5,Incorrect
Zepto,1.2,34,Mumbai,Grocery,Negative,Medium,Yes,Out of Stock,4,Correct
Zepto,4.8,19,Delhi,Electronics,Neutral,High,No,Out of Stock,5,Incorrect
JioMart,4.8,21,Ahmedabad,Pharmacy,Neutral,High,No,In Stock,4,Incorrect
Zepto,1.2,12,Ahmedabad,Pharmacy,Neutral,Low,Yes,In Stock,3,Correct
Zepto,2.7,60,Hyderabad,Food,Positive,High,Yes,Out of Stock,4,Incorrect
Blinkit,2.2,10,Delhi,Food,Negative,High,Yes,In Stock,1,Incorrect
JioMart,1.5,43,Jaipur,Essentials,Positive,Low,No,Out of Stock,1,Incorrect
JioMart,1.7,37,Pune,Food,Negative,Low,No,In Stock,2,Correct
Blinkit,1.8,58,Jaipur,Electronics,Negative,Low,No,Out of Stock,3,Incorrect
JioMart,2.9,19,Chennai,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
Zepto,3.9,18,Ahmedabad,Pharmacy,Positive,Low,No,Out of Stock,4,Incorrect
Zepto,2.5,54,Pune,Pharmacy,Positive,Low,Yes,In Stock,1,Correct
Zepto,4.4,20,Kolkata,Electronics,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,3.7,42,Bangalore,Pharmacy,Neutral,High,Yes,Out of Stock,3,Incorrect
JioMart,4.3,35,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,5,Correct
Swiggy Instamart,3.4,19,Bangalore,Electronics,Neutral,High,No,In Stock,2,Incorrect
JioMart,1,39,Ahmedabad,Grocery,Neutral,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,3.2,43,Delhi,Essentials,Neutral,Medium,Yes,In Stock,2,Incorrect
Blinkit,1,48,Pune,Pharmacy,Negative,Medium,Yes,In Stock,3,Correct
JioMart,3,12,Jaipur,Pharmacy,Neutral,High,Yes,Out of Stock,4,Incorrect
Blinkit,4.9,48,Jaipur,Grocery,Positive,Low,Yes,In Stock,5,Correct
Swiggy Instamart,1.6,22,Hyderabad,Pharmacy,Neutral,High,No,Out of Stock,2,Incorrect
Blinkit,3.8,60,Hyderabad,Food,Positive,Medium,Yes,Out of Stock,1,Incorrect
Zepto,4.3,53,Mumbai,Essentials,Positive,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,3.2,33,Bangalore,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.2,50,Ahmedabad,Pharmacy,Negative,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,3.8,15,Lucknow,Food,Neutral,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,1.7,53,Ahmedabad,Grocery,Positive,Low,No,In Stock,5,Incorrect
Zepto,5,13,Lucknow,Essentials,Negative,Low,Yes,Out of Stock,5,Incorrect
Blinkit,2.6,51,Chennai,Essentials,Negative,Medium,No,In Stock,5,Incorrect
Blinkit,2.4,10,Kolkata,Grocery,Positive,Low,Yes,Out of Stock,4,Correct
JioMart,4.6,30,Pune,Pharmacy,Negative,Low,Yes,In Stock,5,Correct
Blinkit,3.1,55,Chennai,Essentials,Positive,High,No,In Stock,3,Correct
Zepto,2.1,23,Delhi,Grocery,Neutral,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,1.5,50,Mumbai,Pharmacy,Negative,Low,No,In Stock,3,Incorrect
Blinkit,1.4,42,Jaipur,Essentials,Positive,High,No,Out of Stock,3,Correct
Blinkit,1.1,48,Jaipur,Grocery,Negative,High,No,Out of Stock,3,Correct
Blinkit,1.9,42,Jaipur,Essentials,Positive,High,Yes,In Stock,4,Correct
Blinkit,3.4,48,Hyderabad,Electronics,Positive,Low,Yes,In Stock,3,Correct
JioMart,1.8,42,Pune,Grocery,Negative,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.4,55,Pune,Electronics,Negative,Medium,No,Out of Stock,1,Incorrect
Zepto,3.7,24,Delhi,Essentials,Neutral,High,No,In Stock,3,Incorrect
Blinkit,3,45,Kolkata,Food,Negative,Low,No,In Stock,4,Incorrect
Blinkit,4.2,26,Kolkata,Essentials,Neutral,High,Yes,Out of Stock,1,Correct
Zepto,1.3,32,Ahmedabad,Pharmacy,Positive,High,Yes,In Stock,1,Incorrect
Zepto,4.2,15,Kolkata,Essentials,Negative,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.2,41,Bangalore,Pharmacy,Neutral,High,No,Out of Stock,2,Correct
Swiggy Instamart,3.6,55,Lucknow,Grocery,Neutral,High,Yes,In Stock,4,Correct
Blinkit,3.7,14,Jaipur,Food,Negative,Low,No,In Stock,2,Incorrect
Zepto,2.8,59,Bangalore,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Zepto,2.3,26,Mumbai,Food,Neutral,Low,No,In Stock,2,Incorrect
JioMart,2.1,20,Pune,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,2.9,32,Hyderabad,Electronics,Positive,Low,Yes,In Stock,1,Correct
JioMart,2.9,54,Delhi,Food,Neutral,High,No,Out of Stock,5,Correct
JioMart,4.1,58,Hyderabad,Essentials,Positive,High,No,In Stock,5,Correct
Blinkit,2.1,38,Lucknow,Grocery,Neutral,High,Yes,In Stock,2,Incorrect
JioMart,3.4,12,Bangalore,Electronics,Neutral,Medium,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,4.2,26,Delhi,Grocery,Negative,Low,Yes,In Stock,4,Incorrect
Blinkit,3.6,58,Ahmedabad,Essentials,Positive,Low,No,Out of Stock,2,Correct
Swiggy Instamart,4.3,39,Hyderabad,Electronics,Negative,Low,No,Out of Stock,3,Incorrect
Zepto,3.2,59,Bangalore,Essentials,Neutral,High,Yes,In Stock,5,Incorrect
Blinkit,2.8,46,Chennai,Electronics,Negative,Medium,No,Out of Stock,2,Incorrect
Blinkit,2.6,19,Jaipur,Food,Neutral,Low,No,Out of Stock,2,Incorrect
JioMart,2.5,51,Bangalore,Electronics,Neutral,Low,No,In Stock,2,Incorrect
JioMart,4.4,10,Mumbai,Food,Neutral,Medium,Yes,Out of Stock,5,Correct
Zepto,3.5,20,Jaipur,Food,Negative,High,No,Out of Stock,2,Incorrect
Zepto,1.1,10,Chennai,Grocery,Negative,High,No,Out of Stock,5,Incorrect
Zepto,2.7,16,Bangalore,Essentials,Positive,Medium,Yes,In Stock,3,Correct
Swiggy Instamart,3.2,31,Bangalore,Food,Neutral,Medium,Yes,In Stock,1,Incorrect
Blinkit,1.1,35,Chennai,Pharmacy,Positive,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,2.7,12,Lucknow,Grocery,Neutral,Medium,Yes,Out of Stock,1,Correct
Blinkit,3.1,39,Bangalore,Electronics,Negative,High,Yes,Out of Stock,2,Correct
Zepto,3.4,38,Ahmedabad,Grocery,Positive,Medium,No,Out of Stock,2,Correct
Blinkit,1.4,19,Mumbai,Grocery,Negative,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.8,51,Bangalore,Pharmacy,Positive,High,No,Out of Stock,1,Incorrect
JioMart,2.3,18,Delhi,Grocery,Positive,Medium,No,In Stock,2,Correct
JioMart,4.1,13,Delhi,Essentials,Neutral,Medium,No,In Stock,4,Correct
Blinkit,4.1,20,Bangalore,Pharmacy,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,2.3,49,Mumbai,Electronics,Neutral,High,No,In Stock,4,Incorrect
JioMart,4.6,19,Delhi,Electronics,Positive,High,Yes,Out of Stock,2,Correct
Zepto,2.7,13,Chennai,Food,Positive,Medium,Yes,Out of Stock,4,Correct
Zepto,2.5,42,Bangalore,Electronics,Positive,Medium,No,In Stock,5,Correct
JioMart,3.2,43,Mumbai,Essentials,Negative,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.3,24,Pune,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
JioMart,2.2,14,Kolkata,Pharmacy,Positive,High,No,In Stock,5,Correct
JioMart,2.5,35,Mumbai,Pharmacy,Neutral,High,No,Out of Stock,5,Incorrect
Blinkit,1.5,41,Ahmedabad,Electronics,Negative,High,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.1,41,Mumbai,Grocery,Positive,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,4.7,58,Delhi,Electronics,Positive,High,Yes,Out of Stock,3,Incorrect
JioMart,2.8,29,Bangalore,Food,Neutral,Medium,No,Out of Stock,2,Correct
Zepto,1.4,38,Hyderabad,Essentials,Negative,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.8,34,Kolkata,Pharmacy,Positive,Low,No,In Stock,3,Incorrect
Swiggy Instamart,2.9,12,Ahmedabad,Pharmacy,Neutral,Low,No,Out of Stock,4,Correct
Swiggy Instamart,4.7,42,Chennai,Electronics,Positive,High,No,In Stock,4,Incorrect
Blinkit,3.4,33,Mumbai,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,2.9,21,Jaipur,Electronics,Positive,High,No,Out of Stock,2,Correct
Blinkit,4.5,47,Pune,Grocery,Positive,Medium,No,In Stock,1,Incorrect
Blinkit,3.8,10,Hyderabad,Electronics,Positive,Medium,No,Out of Stock,5,Incorrect
Zepto,2.2,28,Lucknow,Essentials,Negative,High,No,Out of Stock,2,Incorrect
Zepto,2.8,44,Hyderabad,Essentials,Neutral,Low,Yes,Out of Stock,3,Incorrect
Zepto,1.3,38,Ahmedabad,Food,Positive,Medium,No,Out of Stock,4,Incorrect
Blinkit,2.2,12,Ahmedabad,Essentials,Negative,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,1.4,24,Ahmedabad,Electronics,Neutral,High,No,In Stock,3,Correct
Zepto,1.9,22,Lucknow,Electronics,Neutral,Medium,No,In Stock,3,Incorrect
Zepto,1.5,43,Kolkata,Food,Positive,Low,No,In Stock,4,Correct
Zepto,2.7,13,Chennai,Grocery,Positive,Medium,Yes,Out of Stock,3,Incorrect
JioMart,3.5,58,Kolkata,Essentials,Negative,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.9,40,Chennai,Grocery,Negative,High,No,In Stock,4,Incorrect
Swiggy Instamart,4.3,57,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,5,Correct
Zepto,4.5,36,Delhi,Electronics,Negative,High,Yes,Out of Stock,3,Correct
Zepto,4.2,46,Kolkata,Pharmacy,Negative,Medium,Yes,Out of Stock,4,Correct
Blinkit,4.5,38,Delhi,Electronics,Negative,Low,No,In Stock,5,Correct
Blinkit,2.6,34,Mumbai,Food,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.4,11,Kolkata,Food,Negative,Low,Yes,In Stock,1,Correct
Zepto,4.8,26,Chennai,Pharmacy,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,3.6,39,Pune,Food,Negative,Low,No,In Stock,4,Correct
Swiggy Instamart,2.5,21,Delhi,Essentials,Neutral,Medium,No,In Stock,4,Incorrect
Blinkit,3.5,22,Kolkata,Pharmacy,Negative,High,Yes,Out of Stock,1,Correct
Blinkit,1.5,16,Kolkata,Pharmacy,Negative,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.2,54,Lucknow,Pharmacy,Positive,High,No,Out of Stock,1,Incorrect
Blinkit,4.6,13,Ahmedabad,Electronics,Positive,Medium,No,In Stock,2,Correct
Blinkit,4.7,28,Ahmedabad,Essentials,Neutral,High,No,In Stock,4,Correct
Zepto,1.3,25,Mumbai,Pharmacy,Neutral,Low,No,In Stock,4,Incorrect
Swiggy Instamart,4.6,23,Chennai,Pharmacy,Neutral,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,1.5,16,Chennai,Essentials,Neutral,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,1.8,17,Bangalore,Electronics,Positive,Low,Yes,Out of Stock,2,Incorrect
JioMart,3.5,44,Ahmedabad,Grocery,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,4.5,42,Jaipur,Pharmacy,Neutral,Low,No,Out of Stock,5,Correct
Zepto,2.5,22,Kolkata,Grocery,Neutral,Low,No,In Stock,3,Correct
Zepto,1,32,Hyderabad,Essentials,Negative,Low,Yes,In Stock,1,Correct
JioMart,2.3,35,Delhi,Food,Positive,Medium,No,Out of Stock,5,Correct
JioMart,3.1,28,Ahmedabad,Essentials,Negative,High,No,In Stock,5,Correct
Swiggy Instamart,3.8,44,Kolkata,Grocery,Positive,Medium,Yes,In Stock,4,Correct
JioMart,4,42,Ahmedabad,Pharmacy,Neutral,High,No,Out of Stock,4,Correct
Zepto,1.1,22,Ahmedabad,Pharmacy,Negative,Medium,Yes,In Stock,4,Correct
Blinkit,3,41,Kolkata,Food,Positive,Medium,No,Out of Stock,5,Correct
Blinkit,3.2,44,Ahmedabad,Food,Negative,Low,Yes,In Stock,2,Correct
Blinkit,4.5,21,Hyderabad,Electronics,Positive,Low,No,In Stock,1,Correct
Swiggy Instamart,1,11,Bangalore,Pharmacy,Negative,Low,Yes,In Stock,2,Correct
Blinkit,2.2,25,Ahmedabad,Electronics,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.4,54,Ahmedabad,Essentials,Positive,High,Yes,In Stock,1,Correct
Swiggy Instamart,1.9,50,Pune,Food,Negative,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.9,27,Chennai,Electronics,Negative,Low,No,In Stock,3,Incorrect
JioMart,4.5,48,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.5,22,Ahmedabad,Food,Positive,Low,No,In Stock,5,Correct
Blinkit,1.5,34,Lucknow,Food,Negative,Medium,No,In Stock,1,Correct
Zepto,2.2,57,Delhi,Grocery,Negative,Medium,No,Out of Stock,5,Correct
Blinkit,1.5,37,Bangalore,Essentials,Neutral,Low,Yes,Out of Stock,3,Incorrect
Blinkit,1.4,15,Pune,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,3,58,Kolkata,Essentials,Neutral,Medium,No,In Stock,5,Incorrect
JioMart,3.3,32,Jaipur,Pharmacy,Positive,Medium,Yes,Out of Stock,5,Incorrect
JioMart,4.5,15,Delhi,Grocery,Negative,Medium,Yes,In Stock,1,Correct
Zepto,2.4,30,Mumbai,Electronics,Negative,Low,No,Out of Stock,2,Correct
Zepto,5,35,Kolkata,Grocery,Positive,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,1.9,29,Ahmedabad,Electronics,Neutral,Medium,No,In Stock,2,Correct
JioMart,2.7,40,Kolkata,Electronics,Negative,Medium,No,In Stock,1,Incorrect
Zepto,2,49,Kolkata,Essentials,Negative,High,No,In Stock,1,Correct
JioMart,4.7,36,Ahmedabad,Electronics,Neutral,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.1,53,Kolkata,Food,Negative,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,5,52,Chennai,Grocery,Negative,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,1.8,30,Ahmedabad,Pharmacy,Positive,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.1,22,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,2,Incorrect
Blinkit,4.4,21,Bangalore,Grocery,Neutral,Low,Yes,Out of Stock,1,Correct
Blinkit,3.7,58,Delhi,Grocery,Neutral,Low,No,Out of Stock,5,Correct
Swiggy Instamart,4.9,51,Kolkata,Pharmacy,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,3.1,11,Mumbai,Food,Negative,Medium,No,In Stock,5,Correct
JioMart,4.7,45,Jaipur,Essentials,Positive,Low,No,Out of Stock,3,Correct
Blinkit,3.8,32,Delhi,Electronics,Neutral,High,Yes,In Stock,2,Incorrect
JioMart,5,10,Ahmedabad,Grocery,Negative,Low,Yes,Out of Stock,4,Incorrect
Zepto,2,50,Hyderabad,Pharmacy,Positive,Medium,No,Out of Stock,4,Incorrect
JioMart,2.8,38,Delhi,Pharmacy,Neutral,High,Yes,In Stock,3,Correct
Blinkit,2.1,52,Bangalore,Pharmacy,Positive,Low,No,Out of Stock,1,Correct
Blinkit,3,43,Mumbai,Electronics,Neutral,Medium,No,In Stock,2,Correct
Swiggy Instamart,4,47,Chennai,Electronics,Negative,High,Yes,Out of Stock,1,Correct
Zepto,1.7,22,Delhi,Essentials,Neutral,Medium,No,Out of Stock,5,Incorrect
Blinkit,4.9,35,Bangalore,Electronics,Positive,Medium,Yes,In Stock,1,Incorrect
Zepto,3.2,56,Kolkata,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,1.2,35,Kolkata,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,4.4,35,Kolkata,Food,Positive,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.4,41,Delhi,Grocery,Positive,Medium,No,In Stock,4,Incorrect
Blinkit,4,30,Delhi,Pharmacy,Neutral,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,2,17,Kolkata,Pharmacy,Negative,Low,Yes,In Stock,3,Correct
Zepto,1.2,22,Jaipur,Pharmacy,Positive,Medium,No,Out of Stock,5,Incorrect
Zepto,3.9,18,Bangalore,Essentials,Positive,Medium,No,In Stock,3,Incorrect
Zepto,1.1,12,Bangalore,Grocery,Neutral,High,Yes,Out of Stock,3,Incorrect
Blinkit,1.1,32,Ahmedabad,Electronics,Neutral,Low,No,Out of Stock,3,Correct
Swiggy Instamart,4.8,16,Mumbai,Essentials,Positive,High,No,In Stock,4,Correct
JioMart,4.9,31,Ahmedabad,Essentials,Neutral,High,No,In Stock,2,Incorrect
Swiggy Instamart,4.1,48,Ahmedabad,Essentials,Positive,Medium,No,Out of Stock,1,Incorrect
Blinkit,4,46,Jaipur,Food,Neutral,Medium,Yes,Out of Stock,5,Correct
Zepto,4.6,37,Chennai,Electronics,Negative,High,No,Out of Stock,1,Incorrect
Blinkit,1.9,19,Mumbai,Grocery,Neutral,High,Yes,In Stock,2,Incorrect
Zepto,1.3,46,Jaipur,Food,Positive,Low,No,Out of Stock,1,Correct
Swiggy Instamart,2.4,32,Mumbai,Grocery,Neutral,Medium,No,Out of Stock,1,Correct
Zepto,2.8,59,Jaipur,Food,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,4.6,28,Mumbai,Essentials,Negative,Medium,No,In Stock,3,Correct
Zepto,3.4,12,Bangalore,Grocery,Positive,High,Yes,In Stock,3,Correct
Blinkit,2.5,51,Lucknow,Food,Negative,Low,Yes,In Stock,4,Correct
Blinkit,3.5,53,Lucknow,Pharmacy,Neutral,Medium,No,Out of Stock,2,Incorrect
Zepto,1.4,46,Delhi,Essentials,Positive,Low,Yes,Out of Stock,1,Incorrect
Zepto,2.4,54,Mumbai,Grocery,Negative,High,Yes,Out of Stock,1,Incorrect
Blinkit,2.8,22,Delhi,Pharmacy,Positive,High,No,In Stock,1,Correct
Swiggy Instamart,2.4,60,Bangalore,Electronics,Negative,Low,No,Out of Stock,2,Correct
JioMart,2.5,46,Pune,Electronics,Negative,High,No,In Stock,5,Correct
Zepto,3.1,47,Ahmedabad,Pharmacy,Negative,Low,No,In Stock,2,Correct
JioMart,1.3,20,Chennai,Essentials,Negative,Low,Yes,In Stock,4,Incorrect
Zepto,3.5,12,Lucknow,Electronics,Positive,Medium,No,Out of Stock,5,Incorrect
JioMart,2.8,47,Lucknow,Essentials,Negative,High,Yes,Out of Stock,3,Incorrect
Zepto,2.2,14,Pune,Food,Positive,Low,Yes,In Stock,5,Correct
